ID,Name,FullName,URL,Description,Size(KB),IsFork,Created,Updated,Language,Forks,Topics,Mined,Selected,Manual Check,Reproducible/Simulation,Launch + Config (linked),Notes,Complete:,20
R239,allan_ros2,CruxDevStuff/allan_ros2,https://github.com/CruxDevStuff/allan_ros2,ROS2 package for analysing IMU noise parameters using allan deviation plots. Based on Kalibr IMU noise model,2336,FALSE,2023-01-09T09:22:26Z,2024-05-28T06:03:36Z,C++,6,"['calibration', 'imu-calibration', 'imu-sensor']",yes,yes,MAYBE,,,,,
R240,vins-application,engcang/vins-application,https://github.com/engcang/vins-application,"VINS-Fusion, VINS-Fisheye, OpenVINS, EnVIO, ROVIO, S-MSCKF, ORB-SLAM2, NVIDIA Elbrus application of different sets of cameras and imu on different board including desktop and Jetson boards",90044,FALSE,2019-04-15T14:50:12Z,2024-06-30T17:29:51Z,C++,84,"['cuda', 'nvidia', 'ros', 'ros2', 'slam', 'vio', 'visual-slam']",yes,yes,MAYBE,,,,,
R241,ros2_logging_fmt,facontidavide/ros2_logging_fmt,https://github.com/facontidavide/ros2_logging_fmt,,151,FALSE,2022-06-08T19:16:24Z,2024-07-05T11:51:01Z,C++,6,[],yes,no,no,,,,,
R242,rosidl_typesupport_protobuf,eclipse-ecal/rosidl_typesupport_protobuf,https://github.com/eclipse-ecal/rosidl_typesupport_protobuf,Middleware agnostic ros2 static typesupport which uses Protobuf for serialization/deserialization.,556,FALSE,2021-04-28T05:50:08Z,2024-06-14T16:11:56Z,C++,15,"['protobuf', 'ros2', 'typesupport']",yes,no,no,,,,,
R243,Multi-turtlebot3-Gazebo-ROS2,Taeyoung96/Multi-turtlebot3-Gazebo-ROS2,https://github.com/Taeyoung96/Multi-turtlebot3-Gazebo-ROS2,[ROS2 humble] Custom gazebo package,12410,FALSE,2023-07-12T11:33:36Z,2024-06-23T23:58:14Z,C++,6,"['gazebo', 'multi-robot', 'turtlebot3', 'velodyne']",yes,no,no,,,,,
R244,Universal_Robots_ROS2_GZ_Simulation,UniversalRobots/Universal_Robots_ROS2_GZ_Simulation,https://github.com/UniversalRobots/Universal_Robots_ROS2_GZ_Simulation,,559,FALSE,2021-12-15T12:15:45Z,2024-07-03T15:25:31Z,Python,10,[],yes,yes,MAYBE,,,,,
R245,easy_handeye2,marcoesposito1988/easy_handeye2,https://github.com/marcoesposito1988/easy_handeye2,"Automated, hardware-independent Hand-Eye Calibration for ROS2",6416,FALSE,2021-07-11T00:55:16Z,2024-07-02T13:08:11Z,Python,9,"['calibration', 'camera', 'hand-eye', 'hand-eye-calibration', 'robot', 'ros2']",yes,yes,MAYBE,,,,,
R246,computation_offloading_ROS2,IITP-Load-Balancing/computation_offloading_ROS2,https://github.com/IITP-Load-Balancing/computation_offloading_ROS2,ROS2 기반 자율주행 application의 로드밸런싱을 위한 computation offloading 기술 개발,226054,FALSE,2023-10-23T05:38:31Z,2024-06-25T07:12:35Z,C,8,[],yes,no,no,,,,,
R247,urg_node2,Hokuyo-aut/urg_node2,https://github.com/Hokuyo-aut/urg_node2,This package provides a ROS2 driver node for HOKUYO 2D LiDAR(SOKUIKI Sensor).,212,FALSE,2022-08-19T00:29:52Z,2024-07-01T16:51:02Z,C++,19,[],yes,yes,MAYBE,,,,,
R248,localization_for_autonomous_driving,gezp/localization_for_autonomous_driving,https://github.com/gezp/localization_for_autonomous_driving,localization for autonomous driving based on ROS2.,2181,FALSE,2023-03-15T16:18:20Z,2024-05-05T09:51:37Z,C++,8,"['autonomous-driving', 'localization', 'ros2', 'slam']",yes,yes,MAYBE,,,,,
R249,ros2_astra_camera,KavenYau/ros2_astra_camera,https://github.com/KavenYau/ros2_astra_camera,ROS2 wrapper for Astra camera,3761,FALSE,2022-03-28T11:49:04Z,2024-04-02T08:27:33Z,C++,6,[],yes,yes,MAYBE,,,,,
R250,ros2_performance,nobleo/ros2_performance,https://github.com/nobleo/ros2_performance,,814,FALSE,2019-07-02T09:38:13Z,2024-05-29T04:03:12Z,C++,6,[],yes,yes,MAYBE,,,,,
R251,rtklib_ros_bridge,MapIV/rtklib_ros_bridge,https://github.com/MapIV/rtklib_ros_bridge,ROS bridge for RTKLIB v2.4.3,240,FALSE,2019-09-06T06:09:12Z,2024-06-29T03:57:01Z,C++,23,"['gnss', 'ros', 'ros2', 'rtklib']",yes,yes,MAYBE,,,,,
R252,ros2_v4l2_camera,tier4/ros2_v4l2_camera,https://github.com/tier4/ros2_v4l2_camera,Forked from https://gitlab.com/boldhearts/ros2_v4l2_camera,177,FALSE,2022-11-28T11:46:22Z,2024-05-08T11:04:40Z,C++,11,[],yes,yes,MAYBE,,,,,
R253,ROS,HuangCongQing/ROS,https://github.com/HuangCongQing/ROS,🔥ROS(c++)机器人操作系统 学习（写于2020年夏）,160702,FALSE,2019-04-16T13:54:23Z,2024-07-05T10:19:33Z,CMake,130,"['detection', 'linux', 'ros', 'ros2', 'rviz', 'segmentation', 'slam', 'tf']",yes,no,no,,,,,
R254,mmWave_ROS2_PX4_Gazebo,nhma20/mmWave_ROS2_PX4_Gazebo,https://github.com/nhma20/mmWave_ROS2_PX4_Gazebo,Simulate mmWave radar based drone control i Gazebo with ROS2 and PX4,37958,FALSE,2021-05-31T19:08:56Z,2024-06-22T15:38:23Z,C++,9,[],yes,yes,MAYBE,,,,,
R255,ps_ros2_common,Ar-Ray-code/ps_ros2_common,https://github.com/Ar-Ray-code/ps_ros2_common,"Library for ROS2 that guarantees compatibility in variables of PS controllers of each generation. For SONY(R) Dualshock3, Dualshock4, Dualsense(For PS5)",1581,FALSE,2021-03-03T16:29:51Z,2024-04-16T10:39:09Z,C++,6,"['controller', 'dualsense', 'dualshock3', 'dualshock4', 'ros2']",yes,yes,MAYBE,,,,,
R256,ign_moveit2_examples,AndrejOrsula/ign_moveit2_examples,https://github.com/AndrejOrsula/ign_moveit2_examples,C++ and Python examples of using MoveIt 2 inside Ignition Gazebo simulation environment,7509,FALSE,2020-11-01T23:18:13Z,2024-07-03T13:27:50Z,Python,20,"['ignition-gazebo', 'moveit2', 'robotics', 'ros2']",yes,yes,MAYBE,,,,,
R257,CGraph,ChunelFeng/CGraph,https://github.com/ChunelFeng/CGraph,【A common used C++ DAG framework】 一个通用的、无三方依赖的、跨平台的、收录于awesome-cpp的、基于流图的并行计算框架。欢迎star & fork,5795,FALSE,2021-04-26T12:06:33Z,2024-07-05T08:10:30Z,C++,294,"['concurrency', 'cpp', 'dag', 'framework', 'mediapipe', 'pipeline', 'ros2', 'taskflow', 'threadpool', 'workflow']",yes,no,no,,,,,
R258,zenoh-plugin-dds,eclipse-zenoh/zenoh-plugin-dds,https://github.com/eclipse-zenoh/zenoh-plugin-dds,"A zenoh plug-in that allows to transparently route DDS data.  This plugin can be used by DDS applications, such as ROS2 robotic applications and others, to leverage the zenoh for geographical routing or for better scaling discovery.",1085,FALSE,2020-09-07T14:16:14Z,2024-07-04T00:26:25Z,Rust,54,"['cyclonedds', 'dds', 'edge-computing', 'robotics', 'ros2', 'zenoh']",yes,no,no,,,,,
R259,ecn_ros2_labs,oKermorgant/ecn_ros2_labs,https://github.com/oKermorgant/ecn_ros2_labs,"ROS 2 labs at Centrale Nantes, with Baxter robot",3426,FALSE,2020-10-15T09:27:02Z,2024-05-30T14:15:16Z,TeX,8,[],yes,yes,MAYBE,,,,,
R260,Xicro,imchin/Xicro,https://github.com/imchin/Xicro,ROS2 package microcontroller interface,927,FALSE,2022-07-28T18:57:32Z,2024-06-30T12:16:20Z,Python,6,[],yes,yes,MAYBE,,,,,
R261,ocs2_ros2,zhengxiang94/ocs2_ros2,https://github.com/zhengxiang94/ocs2_ros2,,75799,FALSE,2023-11-13T13:06:21Z,2024-07-03T08:10:11Z,C++,6,[],yes,yes,MAYBE,,,,,
R262,ROS2-Ultimate-Mobile-Robotics-Course-for-Beginners-OpenCV,noshluk2/ROS2-Ultimate-Mobile-Robotics-Course-for-Beginners-OpenCV,https://github.com/noshluk2/ROS2-Ultimate-Mobile-Robotics-Course-for-Beginners-OpenCV,This Repo  is a course repo,25768,FALSE,2021-05-10T11:12:40Z,2024-06-07T11:17:26Z,Python,15,[],yes,yes,MAYBE,,,,,
R263,Ros2_Android_Camera_Stream,winter3030/Ros2_Android_Camera_Stream,https://github.com/winter3030/Ros2_Android_Camera_Stream,A ros2 android app using ros2_java + camerax. Stream android camera images to ros2 topic.,25017,FALSE,2020-05-30T01:48:25Z,2024-05-28T09:55:35Z,Java,4,"['android', 'camerax', 'ros2', 'ros2java']",yes,no,no,,,,,
R264,ros2-adapter,FormantIO/ros2-adapter,https://github.com/FormantIO/ros2-adapter,,993,FALSE,2021-10-19T19:53:17Z,2023-12-06T22:15:52Z,Python,11,[],yes,yes,MAYBE,,,,,
R265,ROS2-BDI,devis12/ROS2-BDI,https://github.com/devis12/ROS2-BDI,"A MAS (Multi Agent System) framework aiming to run on top of ROS2 Foxy, emulating the BDI architecture for implementing the agents' behaviour. The framework makes usage of an automated PDDL planner for computing plans in the means-end reasoning phase. Specifically it uses PlanSys2.",2352,FALSE,2021-07-07T08:12:29Z,2024-07-02T17:36:30Z,C++,7,[],yes,yes,MAYBE,,,,,
R266,PlayStation-JoyInterface-ROS2,HarvestX/PlayStation-JoyInterface-ROS2,https://github.com/HarvestX/PlayStation-JoyInterface-ROS2,PlayStation Joy Controller Interface Package for ROS2,465,FALSE,2022-05-27T13:07:41Z,2024-06-06T12:52:39Z,C++,6,"['common', 'deb', 'hardware', 'ros2']",yes,yes,MAYBE,,,,,
R267,fishbot,fishros/fishbot,https://github.com/fishros/fishbot,动手学ROS2第二阶段课程源码|机器人建模仿真fishbot,46510,FALSE,2022-01-13T11:20:16Z,2024-07-03T09:26:32Z,Python,38,[],yes,no,no,,,,,
R268,ROS2-Drone-Basic-Course-for-Beginners,noshluk2/ROS2-Drone-Basic-Course-for-Beginners,https://github.com/noshluk2/ROS2-Drone-Basic-Course-for-Beginners,ROS2 Drone Projects based on computer vision and Go to Goal Behaviour,58452,FALSE,2019-07-15T10:31:30Z,2024-06-24T10:52:53Z,C++,11,"['computer-vision', 'cpp', 'drones', 'go-to-goal', 'robotics', 'ros2-humble']",yes,yes,MAYBE,,,,,
R269,viz_3Dbbox_ros2_pointpillars,NVIDIA-AI-IOT/viz_3Dbbox_ros2_pointpillars,https://github.com/NVIDIA-AI-IOT/viz_3Dbbox_ros2_pointpillars,Visualization tool for 3D bounding box results of TAO-PointPillars,6476,FALSE,2022-08-05T22:28:17Z,2024-06-26T07:50:51Z,Python,7,[],yes,no,no,,,,,
R270,audioROS,LCAV/audioROS,https://github.com/LCAV/audioROS,ROS2 stack for audio processing,143955,FALSE,2020-08-11T15:57:34Z,2024-07-02T03:06:30Z,Python,5,[],yes,yes,MAYBE,,,,,
R271,lidar_auto_docking,SynapseProgramming/lidar_auto_docking,https://github.com/SynapseProgramming/lidar_auto_docking,package for docking ros2 robots. (based off fetch open auto dock),175,FALSE,2021-06-21T10:04:27Z,2024-06-21T19:50:02Z,C++,12,"['autodock', 'lidar', 'ros2', 'ros2-foxy', 'ros2-humble']",yes,yes,MAYBE,,,,,
R272,Differential-Drive-Robot,giulioturrisi/Differential-Drive-Robot,https://github.com/giulioturrisi/Differential-Drive-Robot,Path planning and control algorithms for a differential drive robot using ROS2,61017,FALSE,2021-04-24T21:38:27Z,2024-07-03T07:24:06Z,Python,12,"['control', 'coppeliasim', 'differential-drive', 'optimization', 'planning', 'real-robots', 'robotics', 'ros', 'ros2', 'ros2-humble', 'simulation']",yes,yes,yes,yes,yes,,,
R273,yarp-devices-ros2,robotology/yarp-devices-ros2,https://github.com/robotology/yarp-devices-ros2,"Plugins, devices and network wrappers for Yarp-ROS2 interoperation",468,FALSE,2020-11-13T10:58:09Z,2023-03-06T10:56:42Z,C++,8,"['communication', 'devices', 'humanoids', 'middleware', 'network', 'robotics', 'robots', 'ros2', 'yarp']",yes,no,no,,,,,
R274,ROS2,Razorbotz/ROS2,https://github.com/Razorbotz/ROS2,,26442,FALSE,2021-10-22T18:41:01Z,2024-02-22T21:04:39Z,C++,5,[],yes,yes,MAYBE,,,,,
R275,grbl_ros,flynneva/grbl_ros,https://github.com/flynneva/grbl_ros,ROS2 node for interfacing with a GRBL device,695,FALSE,2020-07-20T01:57:41Z,2024-04-27T19:11:53Z,Python,10,"['cnc', 'gcode', 'grbl', 'robotics', 'ros', 'ros2']",yes,yes,MAYBE,,,,,
R276,Cyberdog_rviz2_plugin,linzhibo/Cyberdog_rviz2_plugin,https://github.com/linzhibo/Cyberdog_rviz2_plugin,ROS2 rviz2 plugin to control cyberdog,189,FALSE,2021-11-29T09:55:12Z,2024-06-16T08:21:26Z,C++,6,[],yes,no,no,,,,,
R277,easy_perception_deployment,ros-industrial/easy_perception_deployment,https://github.com/ros-industrial/easy_perception_deployment,A ROS2 package that accelerates the training and deployment of CV models for industries.,34192,FALSE,2020-06-29T02:31:08Z,2024-07-02T07:23:05Z,Python,16,[],yes,yes,MAYBE,,,,,
R278,ros2-docker,masato-ka/ros2-docker,https://github.com/masato-ka/ros2-docker,,1153,FALSE,2021-01-27T13:44:46Z,2024-02-13T15:08:10Z,Shell,8,[],yes,no,no,,,,,
R279,bt-studio,JdeRobot/bt-studio,https://github.com/JdeRobot/bt-studio,A ROS-based visual IDE for creating Behavior Trees,76221,FALSE,2023-02-26T06:00:15Z,2024-07-03T01:05:28Z,Python,6,"['behaviour-trees', 'ros2']",yes,no,no,,,,,
R280,elfin_robot_ros2,hans-robot/elfin_robot_ros2,https://github.com/hans-robot/elfin_robot_ros2,ROS2 beta-package for Elfin robot,44425,FALSE,2023-03-21T06:35:58Z,2024-06-26T01:40:03Z,C,7,[],yes,yes,MAYBE,,,,,
R281,Shelfino_ROS2,pla10/Shelfino_ROS2,https://github.com/pla10/Shelfino_ROS2,ROS2 interface for the mobile robot Shelfino of the Department of Information Engineering and Computer Science of the University of Trento.,19565,FALSE,2022-09-08T12:01:30Z,2024-05-10T12:44:31Z,C++,7,[],yes,yes,MAYBE,,,,,
R282,color-point-cloud,leo-drive/color-point-cloud,https://github.com/leo-drive/color-point-cloud,Create color point clouds with ROS2,4363,FALSE,2023-10-05T17:02:24Z,2024-06-27T08:55:11Z,C++,5,[],yes,yes,MAYBE,,,,,
R283,ais2105,adamleon/ais2105,https://github.com/adamleon/ais2105,ROS2 and Docker files for the course AIS2105 Mechatronics and Automation,987,FALSE,2023-12-14T06:50:04Z,2024-03-04T07:26:34Z,Dockerfile,26,[],yes,no,no,,,,,
R284,livox_laser_simulation_RO2,stm32f303ret6/livox_laser_simulation_RO2,https://github.com/stm32f303ret6/livox_laser_simulation_RO2,A ROS2 package to provide gazebo-classic plugin for Livox Series LiDAR,67647,FALSE,2023-04-05T05:12:03Z,2024-06-25T05:22:15Z,C++,12,[],yes,no,no,,,,,
R285,acceleration_examples,ros-acceleration/acceleration_examples,https://github.com/ros-acceleration/acceleration_examples,ROS 2 package examples demonstrating the use of hardware acceleration.,2988,FALSE,2021-07-01T07:56:28Z,2024-06-21T01:04:20Z,C++,19,"['fpga', 'gpu', 'hardware-acceleration', 'ros2']",yes,no,no,,,,,
R286,ros2_trt_pose_hand,NVIDIA-AI-IOT/ros2_trt_pose_hand,https://github.com/NVIDIA-AI-IOT/ros2_trt_pose_hand,"ROS2 package for trt_pos_hand, ""Real-time hand pose estimation and gesture classification using TensorRT""",311,FALSE,2021-02-08T21:20:24Z,2024-05-27T13:06:30Z,Python,7,"['gesture-recognition', 'hand-pose', 'jetson', 'real-time', 'ros2-eloquent']",yes,yes,MAYBE,,,,,
R287,autoware2020-course,t-thanh/autoware2020-course,https://github.com/t-thanh/autoware2020-course,Self-Driving Cars with ROS 2 and Autoware,238159,FALSE,2020-07-07T16:03:16Z,2024-07-03T04:59:55Z,C,22,"['autoware', 'ros', 'ros2', 'self-driving-cars']",yes,no,no,,,,,
R288,chatgpt-minipupper2-ros2-humble,mangdangroboticsclub/chatgpt-minipupper2-ros2-humble,https://github.com/mangdangroboticsclub/chatgpt-minipupper2-ros2-humble,This repo is a chatGPT demo based on Mini Pupper 2 with ROS2 Humble.,355,FALSE,2023-03-25T03:43:57Z,2024-05-30T06:45:15Z,Python,6,"['chatgpt', 'gpt-4', 'gpt4', 'openai', 'ros', 'ros2']",yes,yes,MAYBE,,,,,
R289,beluga,Ekumen-OS/beluga,https://github.com/Ekumen-OS/beluga,"A general implementation of Monte Carlo Localization (MCL) algorithms written in C++17, and a ROS package that can be used in ROS 1 and ROS 2.",150569,FALSE,2022-10-21T20:30:35Z,2024-07-05T15:07:10Z,C++,10,"['c-plus-plus', 'robotics', 'ros', 'ros2']",yes,yes,MAYBE,,,,,
R290,ros2_latency_analysis,TUM-AVS/ros2_latency_analysis,https://github.com/TUM-AVS/ros2_latency_analysis,,235907,FALSE,2023-02-06T11:33:22Z,2024-06-28T10:33:32Z,,5,[],yes,no,no,,,,,
R291,MicroROS-Car-Pi5,YahboomTechnology/MicroROS-Car-Pi5,https://github.com/YahboomTechnology/MicroROS-Car-Pi5,Raspberry Pi 5 ROS2 Robot Car(ROS2-HUMBLE + Python3),100997,FALSE,2024-02-21T03:23:33Z,2024-07-02T06:37:14Z,,3,"['raspberrypi5', 'ros-robot', 'ros2-humble']",yes,no,no,,,,,
R292,botanbot_sim,NMBURobotics/botanbot_sim,https://github.com/NMBURobotics/botanbot_sim,"Simulation of Botanbot, an Ackermann type robot for agricultural use cases. It is configured to work with 2.5D navigation system vox_nav",105767,FALSE,2021-05-27T09:55:52Z,2024-07-03T06:44:13Z,C++,12,"['botanbot', 'navigation', 'ros2']",yes,yes,MAYBE,,,,,
R293,reach_ros2,ros-industrial/reach_ros2,https://github.com/ros-industrial/reach_ros2,ROS2 packages for REACH,11608,FALSE,2023-05-09T18:23:49Z,2024-05-21T11:29:07Z,C++,4,[],yes,yes,MAYBE,,,,,
R294,denso_robot_ros2,DENSORobot/denso_robot_ros2,https://github.com/DENSORobot/denso_robot_ros2,,2046,FALSE,2023-03-01T13:26:00Z,2024-06-19T09:03:50Z,C,6,[],yes,yes,MAYBE,,,,,
R295,ros2_turtlebot3_waffle_intel_realsense,mlherd/ros2_turtlebot3_waffle_intel_realsense,https://github.com/mlherd/ros2_turtlebot3_waffle_intel_realsense,Gazebo Model for Turtlebot 3 Waffle robot with Intel RealSense Camera with ROS2 plugins.,2002,FALSE,2019-10-14T06:58:57Z,2024-04-14T06:54:39Z,,6,"['depth-camera', 'gazebo', 'intel-realsense', 'point-cloud', 'ros2']",yes,no,no,,,,,
R296,f1tenth_ws,CL2-UWaterloo/f1tenth_ws,https://github.com/CL2-UWaterloo/f1tenth_ws,"A repository for autonomous racing written in ROS2, designed for the F1TENTH platform. Code can run both in the physical car, as well as simulation with custom launch files.",23040,FALSE,2023-03-20T19:27:41Z,2024-07-04T14:30:32Z,C++,77,[],yes,no,no,,,,,
R297,ipm,ros-sports/ipm,https://github.com/ros-sports/ipm,Inverse Perspective Mapping ROS2 Library,211,FALSE,2022-03-04T09:35:25Z,2024-05-26T18:43:40Z,Python,5,[],yes,no,no,,,,,
R298,bluesea-ros2,BlueSeaLidar/bluesea-ros2,https://github.com/BlueSeaLidar/bluesea-ros2,Lanhai LiDAR driver for ROS2,254,FALSE,2021-06-10T03:27:34Z,2024-04-15T07:19:32Z,C++,7,[],yes,yes,MAYBE,,,,,
R299,kachaka-api,pf-robotics/kachaka-api,https://github.com/pf-robotics/kachaka-api,スマートファニチャープラットフォーム「カチャカ」API,5926,FALSE,2023-07-28T00:35:32Z,2024-07-05T08:08:10Z,TypeScript,22,"['grpc', 'kachaka', 'python', 'robot', 'ros2']",yes,no,no,,,,,
R300,caret,tier4/caret,https://github.com/tier4/caret,CARET (Chain-Aware ROS Evaluation Tool) is one of performance analysis tools dedicated with ROS 2 applications,172,FALSE,2022-03-25T00:59:55Z,2024-05-27T15:39:54Z,Shell,16,"['autoware', 'lttng', 'performance-analysis', 'ros2']",yes,no,no,,,,,
R301,baxter_common_ros2,CentraleNantesRobotics/baxter_common_ros2,https://github.com/CentraleNantesRobotics/baxter_common_ros2,ROS 2 version of baxter_common stack,18502,FALSE,2020-05-28T23:50:34Z,2024-06-17T23:35:30Z,C++,6,[],yes,yes,MAYBE,,,,,
R302,rtui,eduidl/rtui,https://github.com/eduidl/rtui,TUI tool for ROS,3657,FALSE,2022-03-20T13:28:45Z,2024-06-26T09:47:53Z,Python,9,"['ros', 'ros1', 'ros2', 'tui']",yes,no,no,,,,,
R303,libsurvive_ros2,asymingt/libsurvive_ros2,https://github.com/asymingt/libsurvive_ros2,"A Steam-free driver for republishing Lighthouse 1.0 and 2.0 pose, sensor, button and config data to ROS2",804,FALSE,2022-12-13T22:46:33Z,2024-06-12T19:56:07Z,C++,6,"['localization', 'ros2', 'vive-tracker']",yes,yes,MAYBE,,,,,
R304,ros2eloquent_moveit_ws,iamrajee/ros2eloquent_moveit_ws,https://github.com/iamrajee/ros2eloquent_moveit_ws,This ROS2 eloquent workspace is created on Ubuntu 18.04.  Here I have worked on some moveit2 related projects.,2678,FALSE,2020-03-03T14:34:35Z,2023-10-05T19:11:02Z,C++,5,"['ament', 'colcon', 'eloquent', 'moveit', 'moveit2', 'ros', 'ros-eloquent', 'ros2']",yes,no,no,,,,,
R305,ros2_ros_bt_py,fzi-forschungszentrum-informatik/ros2_ros_bt_py,https://github.com/fzi-forschungszentrum-informatik/ros2_ros_bt_py,"This is a Behavior Tree library meant to be an alternative to SMACH, FlexBE and the like. It includes a ReactJS-based web GUI and all the building blocks you need to build moderately advanced mission control Behavior Trees without writing a single line of code!",4133,FALSE,2023-12-14T09:05:14Z,2024-06-06T15:33:00Z,Python,6,"['behavior-tree', 'ros2']",yes,yes,MAYBE,,,,,
R306,ros2caret,tier4/ros2caret,https://github.com/tier4/ros2caret,,1008,FALSE,2021-09-17T01:09:01Z,2024-06-25T01:23:13Z,Python,10,[],yes,no,no,,,,,
R307,rosbot_xl_ros,husarion/rosbot_xl_ros,https://github.com/husarion/rosbot_xl_ros,ROS 2 packages for ROSbot XL,4091,FALSE,2022-02-15T10:10:06Z,2024-06-14T10:23:42Z,Python,9,"['gazebo', 'ros2']",yes,yes,MAYBE,,,,,
R308,ros2_basic,PinkWink/ros2_basic,https://github.com/PinkWink/ros2_basic,,495,FALSE,2022-08-15T08:38:47Z,2024-04-22T01:53:48Z,Python,5,[],yes,yes,MAYBE,,,,,
R309,isaac_ros_common,NVIDIA-ISAAC-ROS/isaac_ros_common,https://github.com/NVIDIA-ISAAC-ROS/isaac_ros_common,"Common utilities, packages, scripts, Dockerfiles, and testing infrastructure for Isaac ROS packages.",522,FALSE,2021-10-13T22:54:08Z,2024-07-05T09:33:27Z,Shell,106,"['docker', 'gpu', 'jetson', 'nvidia', 'ros', 'ros2', 'ros2-humble', 'ubuntu']",yes,no,no,,,,,
R310,MG400_ROS2,HarvestX/MG400_ROS2,https://github.com/HarvestX/MG400_ROS2,Dobot MG400 ROS2 Repository,8177,FALSE,2022-02-23T15:00:45Z,2024-06-26T05:07:20Z,C++,4,"['common', 'deb', 'hardware', 'mg400', 'ros2', 'urdf']",yes,yes,MAYBE,,,,,
R311,interbotix_ros_toolboxes,Interbotix/interbotix_ros_toolboxes,https://github.com/Interbotix/interbotix_ros_toolboxes,Support-level ROS Packages for Interbotix Robots,2748,FALSE,2020-10-22T19:07:31Z,2024-06-05T23:15:04Z,Python,58,"['interbotix', 'manipulation', 'perception', 'robotics', 'ros', 'ros2']",yes,no,no,,,,,
R312,interbotix_ros_core,Interbotix/interbotix_ros_core,https://github.com/Interbotix/interbotix_ros_core,Core ROS Packages for Interbotix Robots,2387,FALSE,2020-03-12T00:06:55Z,2024-07-01T17:46:12Z,C++,53,"['interbotix', 'motor-control', 'robotics', 'ros', 'ros2', 'wrapper']",yes,no,no,,,,,
R313,ros2_hik_camera,nolem-77/ros2_hik_camera,https://github.com/nolem-77/ros2_hik_camera,A ROS2 packge for Hikvision USB3.0 industrial camera,7147,FALSE,2022-04-15T10:02:35Z,2023-10-08T05:33:32Z,C,10,[],yes,yes,MAYBE,,,,,
R314,isaac_ros_visual_slam,NVIDIA-ISAAC-ROS/isaac_ros_visual_slam,https://github.com/NVIDIA-ISAAC-ROS/isaac_ros_visual_slam,Visual SLAM/odometry package based on NVIDIA-accelerated cuVSLAM,292,FALSE,2021-10-13T23:07:14Z,2024-07-04T15:15:25Z,C++,126,"['gpu', 'jetson', 'localization', 'perception', 'robotics', 'ros', 'ros2', 'ros2-humble', 'slam', 'visual-odometry']",yes,yes,MAYBE,,,,,
R315,hadabot_main,hadabot/hadabot_main,https://github.com/hadabot/hadabot_main,Content used in collaboration with various Hadabot blog posts to get guide you through learning ROS2.,8732,FALSE,2020-02-27T22:20:12Z,2024-05-08T22:53:09Z,Python,19,[],yes,no,no,,,,,
R316,ubr_reloaded,mikeferguson/ubr_reloaded,https://github.com/mikeferguson/ubr_reloaded,Updated packages for the UBR-1,12673,FALSE,2020-05-31T03:13:51Z,2024-06-24T03:25:20Z,C++,12,"['robotics', 'ros', 'ros2']",yes,yes,MAYBE,,,,,
R317,scara_tutorial_ros2,ICube-Robotics/scara_tutorial_ros2,https://github.com/ICube-Robotics/scara_tutorial_ros2,Tutorial for building and controlling a scara type robot using ros2_control.,14984,FALSE,2022-09-08T14:49:12Z,2024-05-13T03:30:47Z,C++,4,[],yes,yes,MAYBE,,,,,
R318,ROS2_Qt5_Gui_App,chengyangkj/ROS2_Qt5_Gui_App,https://github.com/chengyangkj/ROS2_Qt5_Gui_App,A Qt5 human-computer interaction software Based On ROS2,25462,FALSE,2022-04-14T14:05:32Z,2024-04-15T08:28:42Z,C++,6,[],yes,no,no,,,,,
R319,cyberdog_ros2,homalozoa/cyberdog_ros2,https://github.com/homalozoa/cyberdog_ros2,Backup of cyberdog_ros2 devel branch,581,FALSE,2021-12-26T14:07:15Z,2024-05-10T02:53:37Z,C++,5,[],yes,yes,MAYBE,,,,,
R320,kinect2_ros2,YuLiHN/kinect2_ros2,https://github.com/YuLiHN/kinect2_ros2,,472,FALSE,2022-11-24T15:21:39Z,2024-06-19T22:14:12Z,C++,5,[],yes,yes,MAYBE,,,,,
R321,ROSConDemo,o3de/ROSConDemo,https://github.com/o3de/ROSConDemo,A robotic fruit picking demo project for O3DE with ROS 2 Gem,26821,FALSE,2022-07-29T03:09:00Z,2024-06-11T19:23:52Z,C++,21,"['agriculture', 'o3de', 'robotics-simulation', 'ros2', 'ros2-humble']",yes,yes,yes,yes,yes,,,
R322,slim_bridge,blackcoffeerobotics/slim_bridge,https://github.com/blackcoffeerobotics/slim_bridge,A bi-directional ROS2-ROS1 communication way,998,FALSE,2022-09-11T11:35:21Z,2024-02-06T07:14:24Z,C++,5,"['fleet-management', 'mobile-robots', 'ros', 'ros1-bridge', 'ros2']",yes,yes,MAYBE,,,,,
R323,h6x-Internship,HarvestX/h6x-Internship,https://github.com/HarvestX/h6x-Internship,HarvestX ROS2 Internship.,17307,FALSE,2022-05-24T04:51:40Z,2024-06-21T06:23:01Z,C++,2,['gazebo'],yes,yes,MAYBE,,,,,
R324,d2lros2-humble-code,fishros/d2lros2-humble-code,https://github.com/fishros/d2lros2-humble-code,动手学ROS2-Humble版本源码,41910,FALSE,2022-06-05T17:40:52Z,2024-06-25T04:28:05Z,C++,6,[],yes,no,no,,,,,
R325,Planning-and-Control-based-on-Carla-and-ROS2,GoGoGo13579/Planning-and-Control-based-on-Carla-and-ROS2,https://github.com/GoGoGo13579/Planning-and-Control-based-on-Carla-and-ROS2,,201,FALSE,2024-05-15T14:10:25Z,2024-07-05T15:19:30Z,Python,6,[],yes,no,no,,,,,
